,heures,total,Refrigeration,Lighting,HVAC,Other
693,22.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
694,23.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
695,24.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
696,1.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
697,2.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
698,3.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
699,4.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
700,5.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
701,6.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
702,7.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
703,8.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
704,9.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
705,10.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
706,11.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
707,12.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
708,13.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
709,14.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
710,15.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
711,16.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
712,17.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
713,18.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
714,19.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
715,20.0,953.5491176350399,102.57360912528483,570.7762557077625,166.04400166044002,114.15525114155251
716,21.0,144.32538792289287,82.05888730022787,0.0,62.266500622665,0.0
